	yuanlai	yuce	shaixuan
荷梗、枳壳。荷梗。苦。枳壳。酸,苦。荷梗。平。枳壳。微寒。荷梗。脾,膀胱。解暑,清热,理气枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
木香、乌药。木香：辛苦、温。乌药：辛、温。 。木香：归肺、肝、脾经。乌药：归脾、肺、肾、膀胱经。 木香：行气止痛，温中和胃。乌药：顺气，开郁，散寒，止痛。 。	0	1	-1
胡黄连、土贝母。胡黄连。苦。土贝母。苦。胡黄连。寒。土贝母。凉。胡黄连。肝,胃,大肠。解毒,泻火,清热土贝母脾,肺清热,散结,化痰。	0	0	0
竹叶、小茴香。竹叶。淡,甘。小茴香。辛。竹叶。寒。小茴香。温。竹叶。心,胃,肺。清热,除烦,利尿,生津小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
白果、茵陈蒿。白果。涩,苦,甘。茵陈蒿。微苦,微辛。白果。平。茵陈蒿。微寒。白果。肾,肺。止带,敛肺,缩尿茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
五加皮、川贝母。五加皮。微甘,苦,辛。川贝母。甘。五加皮。温。川贝母。微寒。五加皮。肾,肝。祛风,补肝,强筋,活血川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
太子参、石斛。太子参。微苦,甘。石斛。甘。太子参。微寒。石斛。微寒。太子参。肺。生津石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
白果、大青叶。白果。涩,苦,甘。大青叶。苦。白果。平。大青叶。寒。白果。肾,肺。止带,敛肺,缩尿大青叶心,肝,胃,脾清热,凉血,解毒。	0	0	0
川牛膝、侧柏叶。川牛膝。甘,微苦。侧柏叶。涩,苦。川牛膝。平。侧柏叶。微寒。川牛膝。肝,肾。活血,祛风侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
藜芦、瞿麦。藜芦。苦,辛。瞿麦。苦。藜芦。寒。瞿麦。寒。藜芦。肝,胃,肺。杀虫瞿麦心,肝,膀胱,小肠通经,活血。	0	0	0
车前草、白及。车前草。甘。白及。苦,甘,涩。车前草。寒。白及。寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿白及胃,肺消肿,止血,生肌,收敛。	0	0	0
茵陈蒿、石菖蒲。茵陈蒿。微苦,微辛。石菖蒲。辛,苦。茵陈蒿。微寒。石菖蒲。微温。茵陈蒿。胃,膀胱,脾。退黄,清热石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	1	0	1
板蓝根、赤石脂。板蓝根。苦。赤石脂。甘,酸,涩。板蓝根。寒。赤石脂。温。板蓝根。肝,胃。解毒,凉血,清热,利咽赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
竹叶、茺蔚子。竹叶。淡,甘。茺蔚子。辛,甘。竹叶。寒。茺蔚子。微寒。竹叶。心,胃,肺。清热,除烦,利尿,生津茺蔚子肝清肝,明目,活血,调经。	0	0	0
白果、厚朴花。白果。涩,苦,甘。厚朴花。辛,微苦。白果。平。厚朴花。温。白果。肾,肺。止带,敛肺,缩尿厚朴花胃,脾,肺行气。	0	0	0
艾叶、阿胶。艾叶：苦辛、温。阿胶：甘、平。 。艾叶：归肝、脾、肾经。阿胶：归肺、肝、肾经。 艾叶：理气血，逐寒湿，温经，止血，安胎。阿胶：滋阴补血，安胎。 。	0	1	-1
冬瓜子、桑寄生。冬瓜子。甘。桑寄生。甘,苦。冬瓜子。微寒。桑寄生。平。冬瓜子。肺,大肠。清肺,消痈,排脓,化痰桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
蟾酥、厚朴花。蟾酥。辛。厚朴花。辛,微苦。蟾酥。温。厚朴花。温。蟾酥。心。消肿,解毒,止痛,辟秽厚朴花胃,脾,肺行气。	0	0	0
鹿角胶、浮萍。鹿角胶。咸,甘。浮萍。辛。鹿角胶。温。浮萍。寒。鹿角胶。肝,肾。止血,益精,益精血,安胎浮萍肺,膀胱解表,止痒,利水,清热,解毒,消肿,发汗,透疹。	0	0	0
竹叶、益母草。竹叶。淡,甘。益母草。辛,苦。竹叶。寒。益母草。0。竹叶。心,胃,肺。清热,除烦,利尿,生津益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
甘草梢、小蓟。甘草梢。甘。小蓟。甘,微苦。甘草梢。寒。小蓟。凉。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
川楝子、小茴香。川楝子。苦。小茴香。辛。川楝子。0。小茴香。温。川楝子。膀胱。止痛,杀虫,行气,疏肝小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
龟板、牛膝。龟板胶：甘咸、平。牛膝：甘苦酸、平。 。龟板：归肝、肾经。牛膝：归肝、肾经。 龟板：滋阴，潜阳，补肾，健骨。牛膝：生用散瘀血，消痈肿；熟用补肝肾，强筋骨。 。	0	1	-1
枳壳、川楝子。枳壳。酸,苦。川楝子。苦。枳壳。微寒。川楝子。0。枳壳。肺,胃,大肠,肝,脾。消积,理气,行滞,宽胸川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
分心木、石斛。分心木。苦,涩。石斛。甘。分心木。平。石斛。微寒。分心木。肾,脾。止带,止泻,缩尿,止血石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
皂荚子、萹蓄。皂荚子。辛。萹蓄。苦。皂荚子。温。萹蓄。微寒。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
珍珠母、石决明。珍珠母。甘,咸。石决明。咸。珍珠母。寒。石决明。寒。珍珠母。心,肝。明目,清肝,平肝,安神,潜阳,定惊石决明肝清热,明目,平肝。	0	0	0
木蝴蝶、太子参。木蝴蝶。微苦,甘。太子参。微苦,甘。木蝴蝶。微寒。太子参。微寒。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮太子参肺生津。	0	0	0
车前草、川贝母。车前草。甘。川贝母。甘。车前草。寒。川贝母。微寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
白果、桑寄生。白果。涩,苦,甘。桑寄生。甘,苦。白果。平。桑寄生。平。白果。肾,肺。止带,敛肺,缩尿桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
黄精、天花粉。黄精。甘。天花粉。微苦,甘。黄精。平。天花粉。微寒。黄精。脾,肺,肾。润肺天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
野菊花、佩兰。野菊花。苦,辛。佩兰。辛。野菊花。平。佩兰。平。野菊花。肝,肺。疏风,清热,解毒,平肝佩兰脾,胃解暑,和中,辟秽。	1	0	1
赤石脂、小茴香。赤石脂。甘,酸,涩。小茴香。辛。赤石脂。温。小茴香。温。赤石脂。心,脾,胃,大肠。止血,收敛,敛疮,生肌,涩肠小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
牛黄、侧柏叶。牛黄。苦,甘。侧柏叶。涩,苦。牛黄。凉。侧柏叶。微寒。牛黄。心,肝。清热,开窍,清心,解毒侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
人参、麦冬。人参：甘微苦、温。麦冬：甘微苦、寒。 。人参：归脾、肺经。麦冬：归肺、胃、心经。 人参：大补元气，固脱生津，安神。麦冬：养阴润肺，清心除烦，益胃生津。 。	0	1	-1
姜黄、白及。姜黄。苦,辛。白及。苦,甘,涩。姜黄。温。白及。寒。姜黄。肝,脾。通经,破血,行气,止痛白及胃,肺消肿,止血,生肌,收敛。	0	0	0
皂荚子、龙胆草。皂荚子。辛。龙胆草。苦。皂荚子。温。龙胆草。寒。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰龙胆草肝,胆定惊,清热。	0	0	0
瞿麦、石斛。瞿麦。苦。石斛。甘。瞿麦。寒。石斛。微寒。瞿麦。心,肝,膀胱,小肠。通经,活血石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
槟榔、丹参。槟榔：苦辛、温。丹参：苦、微温。 。槟榔：归脾、胃、大肠经。丹参：归心、肝经。 槟榔：杀虫消积，下气通便，利水消肿。丹参：活血祛瘀，安神宁心，排脓，止痛。 。	0	1	-1
五加皮、石菖蒲。五加皮。微甘,苦,辛。石菖蒲。辛,苦。五加皮。温。石菖蒲。微温。五加皮。肾,肝。祛风,补肝,强筋,活血石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
淡豆豉、佩兰。淡豆豉。辛,苦。佩兰。辛。淡豆豉。平。佩兰。平。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦佩兰脾,胃解暑,和中,辟秽。	0	0	0
石灰、赤石脂。石灰。涩,苦,辛。赤石脂。甘,酸,涩。石灰。温。赤石脂。温。石灰。肝。止痒,杀虫,敛疮,止血,解毒赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
玄参、栀子。玄参。苦,甘,咸。栀子。苦。玄参。微寒。栀子。寒。玄参。肾,胃,肺。清热,凉血,解毒,滋阴,散结栀子心,肝,胃,三焦,肺除烦,清热,凉血,解毒,泻火。	1	0	1
马宝、小蓟。马宝。微苦,甘,咸。小蓟。甘,微苦。马宝。凉。小蓟。凉。马宝。心,肝。清热,解毒,化痰小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
木蝴蝶、佩兰。木蝴蝶。微苦,甘。佩兰。辛。木蝴蝶。微寒。佩兰。平。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮佩兰脾,胃解暑,和中,辟秽。	0	0	0
野菊花、百部。野菊花。苦,辛。百部。苦,甘。野菊花。平。百部。微温。野菊花。肝,肺。疏风,清热,解毒,平肝百部肺灭虱,止咳,润肺,杀虫。	1	0	1
百部、地锦草。百部。苦,甘。地锦草。辛。百部。微温。地锦草。平。百部。肺。灭虱,止咳,润肺,杀虫地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
荷梗、大戟。荷梗。苦。大戟。苦,辛。荷梗。平。大戟。寒。荷梗。脾,膀胱。解暑,清热,理气大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
胡黄连、冬瓜子。胡黄连。苦。冬瓜子。甘。胡黄连。寒。冬瓜子。微寒。胡黄连。肝,胃,大肠。解毒,泻火,清热冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
益母草、赤石脂。益母草。辛,苦。赤石脂。甘,酸,涩。益母草。0。赤石脂。温。益母草。心包,肾,肝。利尿,解毒,消肿,调经,清热,活血赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	1	0	1
丝瓜络、白附子。丝瓜络。苦。白附子。辛,甘。丝瓜络。凉。白附子。温。丝瓜络。肝,胃,肺。消肿,解毒,通经白附子肝,胃解毒,通经,祛风。	0	0	0
白附子、莱菔子。白附子。辛,甘。莱菔子。甘,辛。白附子。温。莱菔子。平。白附子。肝,胃。解毒,通经,祛风莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
丝瓜络、紫草。丝瓜络。苦。紫草。苦。丝瓜络。凉。紫草。寒。丝瓜络。肝,胃,肺。消肿,解毒,通经紫草心活血,解毒,凉血,透疹。	0	0	0
甜瓜子、石决明。甜瓜子。甘。石决明。咸。甜瓜子。寒。石决明。寒。甜瓜子。大肠,肺,胃。清肺,散结,润肠石决明肝清热,明目,平肝。	0	0	0
甜瓜子、罂粟壳。甜瓜子。甘。罂粟壳。涩,酸。甜瓜子。寒。罂粟壳。寒。甜瓜子。大肠,肺,胃。清肺,散结,润肠罂粟壳大肠,肺,肾固肾,止痛,敛肺,涩肠。	0	0	0
大蓟、藜芦。大蓟。微苦,甘。藜芦。苦,辛。大蓟。凉。藜芦。寒。大蓟。心,肝。止血,消肿,凉血藜芦肝,胃,肺杀虫。	0	0	0
柿蒂、半夏。柿蒂。涩,苦。半夏。辛。柿蒂。平。半夏。温。柿蒂。胃。降逆半夏脾,胃,肺消痞,化痰,降逆,止呕,散结。	0	0	0
竹叶、川楝子。竹叶。淡,甘。川楝子。苦。竹叶。寒。川楝子。0。竹叶。心,胃,肺。清热,除烦,利尿,生津川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
天花粉、熟地黄。天花粉。微苦,甘。熟地黄。甘。天花粉。微寒。熟地黄。温。天花粉。肺,胃。清热,化痰,生津,润肺,消肿熟地黄肝,肾补血,填髓,益精。	0	0	0
当归、附子。当归：甘辛、温。附子：辛甘、热、有毒。 。当归：归心、肝、脾经。附子：归心、脾、胃经。 当归：补血和血，调经止痛，润燥滑肠。附子：回阳补火，散寒除湿。 。	0	1	-1
皂荚子、鹿角胶。皂荚子。辛。鹿角胶。咸,甘。皂荚子。温。鹿角胶。温。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
萹蓄、淫羊藿。萹蓄。苦。淫羊藿。甘,辛。萹蓄。微寒。淫羊藿。温。萹蓄。大肠,膀胱。通淋,止痒,杀虫,利水淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
藜芦、薄荷。藜芦。苦,辛。薄荷。辛。藜芦。寒。薄荷。凉。藜芦。肝,胃,肺。杀虫薄荷肝,肺利咽,解郁,透疹。	0	0	0
沙参、浮萍。沙参。甘,微苦。浮萍。辛。沙参。微寒。浮萍。寒。沙参。胃,肺。生津,清热,化痰,润肺浮萍肺,膀胱解表,止痒,利水,清热,解毒,消肿,发汗,透疹。	0	0	0
枳实、桑白皮。枳实。苦,辛。桑白皮。辛,甘。枳实。寒。桑白皮。寒。枳实。心,肝,胃,脾。消积,化痰,破气桑白皮肺,脾消肿,利水,泻肺,平喘。	0	0	0
黄精、桑寄生。黄精。甘。桑寄生。甘,苦。黄精。平。桑寄生。平。黄精。脾,肺,肾。润肺桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
大蒜、益母草。大蒜。辛。益母草。辛,苦。大蒜。温。益母草。0。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
石灰、薄荷。石灰。涩,苦,辛。薄荷。辛。石灰。温。薄荷。凉。石灰。肝。止痒,杀虫,敛疮,止血,解毒薄荷肝,肺利咽,解郁,透疹。	0	0	0
丹参、川芎。丹参：苦、微温。川芎：辛、温。 。丹参：归心、肝经。川芎：归肝、胆经。 丹参：活血祛瘀，安神宁心，排脓，止痛。川芎：行气开郁，祛风燥湿，活血止痛。 。	0	1	-1
薄荷、补骨脂。薄荷。辛。补骨脂。辛,苦。薄荷。凉。补骨脂。温。薄荷。肝,肺。利咽,解郁,透疹补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
木蝴蝶、赤石脂。木蝴蝶。微苦,甘。赤石脂。甘,酸,涩。木蝴蝶。微寒。赤石脂。温。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
胡桃仁、川牛膝。胡桃仁。甘,涩。川牛膝。甘,微苦。胡桃仁。温。川牛膝。平。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精川牛膝肝,肾活血,祛风。	0	0	0
骨碎补、荷梗。骨碎补。苦。荷梗。苦。骨碎补。温。荷梗。平。骨碎补。肾,肝。补肾,活血,止痛荷梗脾,膀胱解暑,清热,理气。	0	0	0
野菊花、白头翁。野菊花。苦,辛。白头翁。苦。野菊花。平。白头翁。寒。野菊花。肝,肺。疏风,清热,解毒,平肝白头翁胃,大肠凉血,解毒,止痢,杀虫,清热。	1	0	1
甘草梢、白及。甘草梢。甘。白及。苦,甘,涩。甘草梢。寒。白及。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火白及胃,肺消肿,止血,生肌,收敛。	0	0	0
竹叶、紫草。竹叶。淡,甘。紫草。苦。竹叶。寒。紫草。寒。竹叶。心,胃,肺。清热,除烦,利尿,生津紫草心活血,解毒,凉血,透疹。	0	0	0
伏龙肝、板蓝根。伏龙肝。辛。板蓝根。苦。伏龙肝。温。板蓝根。寒。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
白果、薄荷。白果。涩,苦,甘。薄荷。辛。白果。平。薄荷。凉。白果。肾,肺。止带,敛肺,缩尿薄荷肝,肺利咽,解郁,透疹。	0	0	0
石斛、茵陈蒿。石斛。甘。茵陈蒿。微苦,微辛。石斛。微寒。茵陈蒿。微寒。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
麻黄、神曲。麻黄。辛,微苦。神曲。甘,辛。麻黄。温。神曲。温。麻黄。膀胱,肺。解表,发汗,利水,宣肺,平喘,消肿神曲胃,脾和胃,消食,健脾。	0	0	0
土贝母、茺蔚子。土贝母。苦。茺蔚子。辛,甘。土贝母。凉。茺蔚子。微寒。土贝母。脾,肺。清热,散结,化痰茺蔚子肝清肝,明目,活血,调经。	0	0	0
荷叶、秦皮。荷叶。涩,苦。秦皮。苦,涩。荷叶。平。秦皮。寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
白芷、枇杷叶。白芷。辛。枇杷叶。苦。白芷。温。枇杷叶。寒。白芷。脾,肺,胃。排脓,除湿,消肿,祛风,止痛枇杷叶心,胃,肺止渴,清肺,降逆,止咳,和胃。	0	0	0
冬瓜子、枳壳。冬瓜子。甘。枳壳。酸,苦。冬瓜子。微寒。枳壳。微寒。冬瓜子。肺,大肠。清肺,消痈,排脓,化痰枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
蟾酥、大戟。蟾酥。辛。大戟。苦,辛。蟾酥。温。大戟。寒。蟾酥。心。消肿,解毒,止痛,辟秽大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
藜芦、羚羊角。藜芦。苦,辛。羚羊角。咸。藜芦。寒。羚羊角。寒。藜芦。肝,胃,肺。杀虫羚羊角心,肝明目,清肝,解毒,凉血,平肝。	0	0	0
浮萍、侧柏叶。浮萍。辛。侧柏叶。涩,苦。浮萍。寒。侧柏叶。微寒。浮萍。肺,膀胱。解表,止痒,利水,清热,解毒,消肿,发汗,透疹侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
石灰、土贝母。石灰。涩,苦,辛。土贝母。苦。石灰。温。土贝母。凉。石灰。肝。止痒,杀虫,敛疮,止血,解毒土贝母脾,肺清热,散结,化痰。	0	0	0
淡豆豉、秦皮。淡豆豉。辛,苦。秦皮。苦,涩。淡豆豉。平。秦皮。寒。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
大蓟、五加皮。大蓟。微苦,甘。五加皮。微甘,苦,辛。大蓟。凉。五加皮。温。大蓟。心,肝。止血,消肿,凉血五加皮肾,肝祛风,补肝,强筋,活血。	0	0	0
泽泻、白术。泽泻：甘、寒。白术：苦、甘、温。 。泽泻：归肾、膀胱经。白术：归脾、胃经。 泽泻：利水，渗湿，泻热。白术：补脾，益胃，燥湿，和中。 。	0	1	-1
大蓟、甘草梢。大蓟。微苦,甘。甘草梢。甘。大蓟。凉。甘草梢。寒。大蓟。心,肝。止血,消肿,凉血甘草梢心,肝,脾解毒,通淋,利尿,泻火。	0	0	0
